joined,left,difference
1878-02-10,1878-05-23,102
1877-07-05,1877-12-11,159
1878-02-10,1878-08-09,180
1878-02-10,1878-08-07,178
1877-07-05,1877-12-11,159
1877-07-05,1877-12-11,159
1878-02-10,1878-08-09,180
1878-12-10,1878-12-31,21
1878-10-28,1878-12-08,41
1878-10-28,1879-08-11,287
1879-02-27,1879-07-08,131
1879-03-03,1879-06-05,94
1878-10-28,1879-03-03,126
1878-10-28,1879-08-11,287
1878-10-28,1879-08-11,287
1878-10-28,1879-09-10,317
1879-04-28,1879-08-11,105
1879-09-01,1879-09-10,9
1879-09-01,1879-09-24,23
1879-09-01,1879-09-24,23
1879-09-01,1879-09-10,9
1881-09-09,1882-01-25,138
1881-09-09,1882-01-25,138
1881-09-09,1882-01-25,138
1882-03-13,1882-07-13,122
1881-09-09,1882-01-25,138
1882-03-13,1882-07-20,129
1881-09-09,1882-01-25,138
1881-09-09,1882-01-25,138
1882-03-13,1882-07-13,122
1882-08-01,1883-04-12,254
1883-04-17,1883-07-27,101
1883-07-20,1883-07-27,7
1883-07-21,1883-06-05,46
1882-08-01,1883-07-27,360
1883-08-21,1884-08-18,363
1883-08-21,1884-08-18,363
1883-08-22,1884-08-18,362
1885-10-03,1886-04-22,201
1883-08-21,1884-08-18,363
1883-08-21,1884-08-18,363
1887-03-01,1887-07-21,142
1887-03-01,1887-07-21,142
1887-03-01,1887-07-21,142
1886-04-07,1886-04-28,21
1885-10-03,1886-04-22,201
1885-10-06,1886-04-07,183
1885-10-06,1886-04-22,198
1885-10-06,1886-04-22,198
1885-10-03,1886-04-28,207
1887-03-01,1887-07-21,142
1887-03-01,1887-07-21,142
1887-03-01,1887-07-21,142
1864-08-09,1864-11-24,107
1864-08-09,1864-11-24,107
1864-08-09,1864-11-24,107
1864-08-15,1864-11-24,101
1864-08-09,1864-11-24,107
1864-08-09,1864-11-24,107
1866-04-10,1866-08-02,114
1866-04-10,1866-08-02,114
1866-04-10,1866-08-02,114
1866-04-10,1866-08-02,114
1867-08-31,1867-02-27,185
1867-08-31,1867-02-27,185
1867-08-31,1867-02-27,185
1867-08-31,1867-02-27,185
1867-09-24,1868-04-08,197
1867-09-24,1868-03-18,176
1867-09-27,1868-03-18,173
1867-09-24,1868-03-18,176
1868-04-17,1868-04-23,6
1868-04-15,1868-04-23,8
1868-04-13,1868-08-11,120
1868-04-13,1868-08-11,120
1868-04-13,1868-04-23,10
1868-04-13,1868-08-21,130
1868-06-16,1868-08-10,55
1868-09-17,1869-01-25,130
1868-09-17,1869-01-25,130
1868-09-17,1868-12-04,78
1868-09-17,1869-02-06,142
1868-04-23,1868-08-11,110
1868-11-05,1869-01-25,81
1868-11-10,1869-01-25,76
1868-09-17,1869-01-25,130
1868-09-17,1868-12-04,78
1869-09-11,1869-10-04,23
1869-09-20,1870-03-15,176
1869-09-09,1870-03-15,187
1869-09-09,1870-03-15,187
1869-09-09,1870-03-15,187
1870-04-12,1870-07-19,98
1870-04-12,1870-07-19,98
1870-04-12,1870-07-19,98
1870-04-12,1870-07-19,98
1870-04-12,1870-07-19,98
1869-10-05,1870-03-15,161
1870-08-24,1870-10-19,56
1870-08-24,1870-12-31,129
1870-10-19,1870-12-17,59
1870-08-24,1870-10-19,56
1870-08-24,1870-12-17,115
1870-10-19,1870-12-17,59
1870-08-24,1870-12-17,115
1871-01-20,1871-08-08,200
1871-01-20,1871-08-08,200
1871-01-20,1871-08-08,200
1871-01-21,1871-08-08,199
1871-01-20,1871-08-08,200
1873-01-14,1873-07-24,191
1873-01-15,1873-02-14,30
1873-03-08,1873-07-24,138
1873-03-08,1873-07-24,138
1873-01-14,1873-02-14,31
1873-03-08,1873-07-24,138
1873-03-08,1873-07-24,138
1873-01-14,1873-02-14,31
1873-11-28,1874-01-19,52
1873-09-26,1873-11-24,59
1873-09-25,1874-01-19,116
1873-09-26,1874-01-19,115
1874-02-06,1874-07-21,165
1873-09-25,1874-01-19,116
1873-09-25,1874-01-19,116
1874-02-06,1874-07-21,165
1874-02-06,1874-07-21,165
1875-10-01,1876-02-14,136
1874-02-06,1874-07-21,165
1874-02-06,1874-07-21,165
1875-10-01,1876-02-14,136
1875-09-30,1876-02-14,137
1876-03-22,1876-07-23,123
1875-10-01,1876-02-14,136
1876-03-17,1876-07-23,128
1875-10-01,1876-02-14,136
1875-10-01,1876-02-14,136
1876-03-22,1876-07-23,123
1876-03-22,1876-07-23,123
1876-03-22,1876-07-23,123
1876-03-17,1876-07-23,128
1863-01-01,1863-06-30,180
1876-07-25,1876-10-31,98
1863-01-01,1863-06-30,180
1876-07-25,1876-08-16,22
1863-01-01,1863-06-30,180
1876-07-25,1876-08-28,34
1876-07-25,1876-12-31,159
1867-06-30,1867-06-30,0
1867-03-01,1867-11-30,274
1867-06-30,1867-06-30,0
1867-06-30,1867-06-30,0
1868-01-08,1868-04-28,111
1867-03-01,1867-11-30,274
1868-03-25,1868-04-28,34
1868-04-28,1868-06-25,58
1868-04-28,1868-06-25,58
1870-05-30,1870-06-10,11
1870-05-30,1870-06-15,16
1871-06-30,1871-09-12,74
1871-09-10,1871-09-12,2
1871-06-30,1871-09-12,74
1888-02-23,1888-03-20,26
1888-02-23,1888-03-20,26
1888-02-23,1888-03-20,26
1888-02-23,1888-03-20,26
1875-05-12,1876-01-26,259
1875-05-11,1876-01-26,260
1888-02-23,1888-03-20,26
1875-05-11,1876-02-14,279
1888-02-23,1888-03-20,26
1875-05-11,1876-01-26,260
1876-02-18,1876-02-14,4
1875-05-11,1876-02-14,279
1876-04-19,1876-04-20,1
1876-02-18,1876-02-19,1
1876-02-18,1876-02-19,1
1876-02-18,1876-02-14,4
1876-02-18,1876-02-19,1
1876-06-24,1876-12-02,161
1876-06-24,1876-12-02,161
1876-06-24,1876-12-02,161
1876-06-26,1876-12-02,159
1877-03-26,1877-11-06,225
1877-03-26,1877-11-06,225
1877-03-26,1877-11-06,225
1877-03-26,1877-11-06,225
1877-02-22,1877-05-26,93
1877-02-22,1877-05-26,93
1877-03-26,1877-11-06,225
1877-02-22,1877-05-26,93
1877-11-07,1878-01-11,65
1877-11-19,1877-11-23,4
1877-11-07,1878-01-11,65
1877-12-27,1877-11-29,28
1877-11-19,1877-11-24,5
1877-11-20,1877-11-24,4
1877-03-26,1877-11-02,221
1877-11-27,1877-11-29,2
1877-12-03,1877-12-31,28
1878-01-21,1878-05-06,105
1877-12-04,1877-12-31,27
1878-01-21,1878-06-03,133
1878-01-21,1878-03-25,63
1877-12-03,1878-01-11,39
1878-01-21,1878-04-03,72
1878-06-06,1878-10-07,123
1878-04-12,1878-05-06,24
1878-01-21,1878-04-03,72
1878-04-13,1878-05-06,23
1878-03-27,1878-04-03,7
1878-02-19,1878-04-30,70
1878-04-12,1878-05-06,24
1878-04-13,1878-05-06,23
1878-01-21,1878-04-15,84
1879-07-07,1880-01-12,189
1878-06-04,1878-10-07,125
1879-07-07,1880-01-12,189
1878-06-04,1878-10-07,125
1878-06-04,1878-10-07,125
1878-06-04,1878-10-07,125
1879-07-07,1880-01-12,189
1880-01-17,1880-03-09,52
1880-01-17,1880-03-09,52
1880-01-17,1880-06-16,151
1880-01-17,1880-03-09,52
1880-01-17,1880-03-09,52
1880-03-10,1880-06-17,99
1880-01-17,1880-03-09,52
1880-06-16,1880-11-12,149
1880-06-08,1880-06-12,4
1880-06-16,1881-04-12,300
1880-06-16,1881-04-12,300
1880-06-17,1881-04-12,299
1880-06-16,1881-04-14,302
1880-06-08,1880-06-12,4
1881-05-06,1881-11-25,203
1881-05-09,1881-11-25,200
1881-11-24,1881-12-27,33
1881-05-09,1881-11-25,200
1881-11-24,1881-12-27,33
1881-05-06,1881-11-25,203
1881-11-24,1882-01-13,50
1881-11-24,1882-01-13,50
1882-01-13,1882-02-11,29
1882-01-14,1882-04-28,104
1882-01-18,1882-02-15,28
1882-01-13,1882-04-28,105
1882-02-21,1882-04-28,66
1882-01-13,1882-02-11,29
1882-02-21,1882-04-17,55
1882-04-21,1882-09-17,149
1883-08-23,1884-06-14,296
1883-07-05,1883-07-19,14
1884-06-25,1884-07-10,15
1884-06-25,1884-07-10,15
1884-06-25,1884-07-10,15
1884-06-25,1884-07-10,15
1883-08-23,1884-06-14,296
1884-07-21,1884-10-04,75
1884-06-25,1884-07-10,15
1884-07-21,1884-08-11,21
1884-07-21,1884-08-11,21
1884-08-27,1884-10-04,38
1884-06-25,1884-07-10,15
1884-07-21,1884-08-11,21
1884-08-27,1884-10-04,38
1884-07-21,1884-08-11,21
1884-08-15,1884-10-04,50
1884-08-27,1884-10-04,38
1884-10-04,1884-12-27,84
1884-10-04,1884-12-27,84
1884-10-04,1884-12-27,84
1884-10-04,1885-01-01,89
1885-09-11,1886-03-04,174
1885-09-11,1886-02-27,169
1885-03-12,1885-09-11,183
1885-03-12,1885-09-11,183
1885-03-12,1886-02-23,348
1886-03-05,1886-03-16,11
1885-03-12,1886-03-04,357
1886-03-05,1886-03-16,11
1886-03-17,1886-06-15,90
1886-03-17,1886-06-15,90
1886-03-04,1886-03-16,12
1886-03-17,1886-06-15,90
1886-03-17,1886-06-15,90
1886-03-08,1886-03-16,8
1886-03-08,1886-03-16,8
1886-03-17,1886-06-15,90
1886-06-23,1886-09-01,70
1886-09-18,1887-01-18,122
1886-06-23,1886-09-01,70
1886-06-23,1886-09-01,70
1886-09-18,1887-01-18,122
1886-06-23,1886-09-01,70
1886-06-23,1886-09-01,70
1886-03-17,1886-06-15,90
1886-06-23,1886-09-01,70
1887-02-11,1887-10-22,253
1886-09-18,1887-01-18,122
1887-02-11,1887-02-14,3
1886-09-18,1887-01-18,122
1887-02-11,1887-10-22,253
1886-09-18,1887-01-18,122
1886-09-18,1887-01-18,122
1887-02-11,1887-09-06,207
1887-02-11,1887-02-14,3
1887-02-11,1887-02-14,3
1887-02-16,1887-09-06,202
1887-02-16,1887-02-17,1
1887-02-17,1887-09-06,201
1887-08-13,1887-10-22,70
1887-08-13,1887-10-22,70
1887-08-13,1887-10-22,70
1908-07-01,1908-12-05,157
1908-07-01,1908-12-05,157
1908-07-01,1908-12-05,157
1913-03-10,1913-03-10,0
1912-07-01,1913-01-10,193
1913-03-10,1913-03-10,0
1912-07-01,1913-01-10,193
1913-03-10,1913-03-10,0
1912-07-01,1913-01-10,193
1912-11-23,1913-01-10,48
1873-02-20,1873-04-07,46
1873-04-25,1873-08-06,103
1873-02-20,1873-04-07,46
1873-02-20,1873-04-07,46
1873-04-25,1873-08-06,103
1873-02-20,1873-04-07,46
1873-04-25,1873-08-06,103
1873-04-25,1873-08-06,103
1873-02-20,1873-04-07,46
1873-08-08,1873-10-16,69
1873-08-08,1873-10-16,69
1873-08-08,1873-10-16,69
1873-08-08,1873-10-16,69
1874-05-28,1874-10-11,136
1874-06-23,1874-10-11,110
1874-05-28,1874-10-11,136
1874-05-28,1874-10-11,136
1876-11-09,1877-03-12,123
1876-03-31,1876-08-25,147
1876-04-01,1876-08-25,146
1876-03-31,1876-08-25,147
1876-04-01,1876-07-11,101
1876-11-09,1877-03-12,123
1876-11-20,1877-03-13,113
1876-11-09,1876-11-17,8
1876-11-09,1876-11-17,8
1877-05-12,1877-08-13,93
1877-03-14,1877-05-07,54
1876-11-20,1877-03-13,113
1877-03-14,1877-05-07,54
1877-03-14,1877-05-07,54
1877-03-22,1877-05-07,46
1877-05-12,1877-08-13,93
1877-05-12,1877-08-13,93
1877-05-15,1877-08-13,90
1877-08-14,1877-08-28,14
1877-08-14,1877-08-28,14
1878-04-23,1878-07-08,76
1878-03-09,1878-04-16,38
1878-04-25,1878-07-08,74
1878-06-24,1878-07-08,14
1878-07-09,1878-08-26,48
1878-07-19,1878-08-26,38
1878-07-09,1878-11-20,134
1878-04-25,1878-06-20,56
1878-07-09,1878-12-31,175
1878-04-18,1878-07-08,81
1878-11-20,1878-12-31,41
1878-11-21,1878-12-31,40
1878-09-04,1878-11-20,77
1878-09-05,1878-11-18,74
1879-01-02,1879-04-26,114
1879-01-02,1879-02-17,46
1878-11-21,1878-12-31,40
1879-07-01,1880-01-12,195
1879-05-03,1879-06-30,58
1879-05-09,1879-06-30,52
1879-01-27,1879-04-05,68
1879-07-01,1880-01-12,195
1879-04-16,1879-06-30,75
1879-01-02,1879-04-26,114
1879-04-10,1879-06-30,81
1879-02-17,1879-04-10,52
1879-01-02,1879-04-26,114
1879-07-01,1879-08-04,34
1879-07-01,1879-09-04,65
1879-08-08,1880-01-12,157
1879-10-23,1880-01-03,72
1880-01-07,1880-04-05,89
1879-08-08,1879-09-18,41
1879-09-18,1879-10-18,30
1880-03-04,1880-04-25,52
1880-01-01,1880-03-03,62
1880-04-07,1880-04-25,18
1880-06-24,1880-06-28,4
1880-03-04,1880-04-02,29
1880-01-05,1880-04-25,111
1880-06-24,1880-06-28,4
1880-08-20,1880-11-01,73
1880-08-20,1880-11-01,73
1881-01-08,1881-07-23,196
1880-08-25,1880-11-01,68
1880-11-17,1880-12-28,41
1881-01-01,1881-07-23,203
1881-05-21,1881-07-23,63
1881-02-12,1881-07-23,161
1881-01-06,1881-02-03,28
1881-01-01,1881-02-05,35
1881-08-02,1881-11-05,95
1881-02-09,1881-05-19,99
1881-01-01,1881-02-25,55
1881-08-04,1881-09-05,32
1881-11-07,1881-12-10,33
1881-11-08,1881-11-11,3
1881-09-07,1881-11-07,61
1882-05-04,1882-06-14,41
1882-05-01,1882-06-14,44
1882-06-14,1882-07-31,47
1882-01-03,1882-03-10,66
1882-03-17,1882-04-28,42
1882-06-19,1882-07-31,42
1882-01-03,1882-03-10,66
1882-03-17,1882-04-28,42
1882-01-03,1882-07-31,209
1882-01-03,1882-07-31,209
1882-07-01,1882-12-31,183
1883-01-08,1883-06-30,173
1882-09-05,1882-12-31,117
1882-07-01,1882-12-31,183
1883-01-11,1883-06-30,170
1882-07-01,1882-12-31,183
1882-07-01,1882-09-01,62
1883-01-11,1883-02-24,44
1883-04-11,1883-06-30,80
1883-07-01,1883-12-31,183
1883-01-01,1883-03-26,84
1883-02-05,1883-06-30,145
1883-01-01,1883-06-30,180
1883-07-01,1883-12-31,183
1883-04-04,1883-06-04,61
1883-03-03,1883-03-26,23
1883-11-24,1883-12-31,37
1883-07-01,1883-12-31,183
1883-11-10,1883-12-17,37
1883-07-01,1883-11-23,145
1883-09-18,1883-11-03,46
1883-07-01,1883-07-15,14
1884-01-01,1884-04-01,91
1884-01-01,1884-05-08,128
1884-03-06,1884-04-25,50
1884-01-03,1884-04-02,90
1884-01-05,1884-01-30,25
1884-04-05,1884-05-08,33
1884-02-21,1884-03-04,12
1884-04-05,1884-05-08,33
1884-08-07,1884-09-03,27
1884-08-07,1884-09-05,29
1884-08-07,1884-12-31,146
1884-05-08,1884-08-06,90
1884-08-07,1884-12-31,146
1884-05-08,1884-08-02,86
1884-05-08,1884-08-06,90
1884-08-07,1884-09-05,29
1884-05-08,1884-08-06,90
1884-09-08,1884-12-31,114
1884-09-16,1884-09-16,0
1863-03-14,1863-06-10,88
1862-11-19,1863-02-05,78
1862-11-19,1863-02-05,78
1863-08-21,1863-10-21,61
1863-08-21,1863-10-21,61
1862-11-19,1863-02-05,78
1862-11-19,1863-02-05,78
1862-11-19,1863-02-05,78
1863-08-21,1863-10-21,61
1885-01-14,1885-03-27,72
1885-05-08,1885-07-12,65
1885-05-08,1885-07-12,65
1885-01-14,1885-03-27,72
1885-05-08,1885-07-12,65
1885-08-17,1885-10-20,64
1885-05-08,1885-07-12,65
1885-08-19,1885-10-23,65
1885-08-17,1885-10-28,72
1885-08-17,1885-10-28,72
1885-08-17,1885-10-20,64
1886-07-06,1886-07-29,23
1887-01-10,1887-04-03,83
1887-01-10,1887-07-20,191
1887-02-10,1887-03-24,42
1887-03-24,1887-05-26,63
1887-03-28,1887-06-06,70
1887-01-10,1887-03-24,73
1887-05-25,1887-07-21,57
1887-06-06,1887-07-21,45
1887-01-10,1887-07-20,191
1887-04-03,1887-05-26,53
1887-07-22,1887-10-15,85
1888-01-13,1888-02-04,22
1888-01-02,1888-07-10,190
1887-07-22,1887-09-18,58
1888-07-14,1888-11-16,125
1888-07-13,1888-11-16,126
1888-02-06,1888-07-10,155
1891-01-12,1891-02-16,35
1891-05-22,1891-07-08,47
1891-06-01,1891-07-08,37
1891-02-16,1891-07-08,142
1891-05-19,1891-07-08,50
1891-01-12,1891-05-16,124
1891-02-17,1891-07-08,141
1891-07-18,1891-05-16,63
1891-01-12,1891-03-13,60
1891-02-24,1891-05-16,81
1891-07-07,1891-07-20,13
1891-07-31,1891-12-21,143
1891-07-31,1891-12-21,143
1891-07-07,1892-01-07,184
1891-07-07,1891-07-21,14
1891-07-07,1891-07-20,13
1891-07-31,1891-08-17,17
1891-08-20,1891-09-05,16
1891-08-20,1891-09-05,16
1891-10-12,1891-10-17,5
1891-11-21,1891-12-31,40
1891-11-20,1891-12-31,41
1892-01-20,1892-04-30,101
1892-07-15,1892-10-07,84
1892-07-15,1892-11-20,128
1892-10-08,1892-11-19,42
1892-07-15,1892-11-20,128
1892-07-15,1892-10-07,84
1892-08-06,1892-10-06,61
1892-10-08,1892-11-08,31
1892-10-08,1892-10-06,2
1892-11-21,1893-01-05,45
1892-11-21,1893-01-05,45
1892-12-23,1893-01-05,13
1892-11-21,1893-01-05,45
1892-11-21,1892-12-23,32
1892-10-26,1892-11-19,24
1893-07-01,1893-12-11,163
1893-01-07,1893-06-21,165
1893-01-07,1893-05-12,125
1893-07-01,1893-12-15,167
1893-07-01,1893-10-30,121
1893-03-16,1893-05-13,58
1893-01-07,1893-03-04,56
1893-10-30,1893-12-31,62
1893-07-01,1893-08-04,34
1893-07-01,1893-12-04,156
1893-10-30,1893-12-31,62
1893-12-16,1894-01-09,24
1893-12-13,1893-12-31,18
1893-08-01,1893-12-31,152
1894-01-12,1894-04-07,85
1894-01-12,1894-03-28,75
1894-01-12,1894-04-28,106
1894-04-06,1894-05-10,34
1894-04-06,1894-06-27,82
1894-01-12,1894-01-22,10
1894-04-06,1894-04-08,2
1894-01-12,1894-03-28,75
1894-06-27,1894-11-06,132
1894-04-20,1894-11-05,199
1894-06-27,1894-08-07,41
1896-01-21,1896-07-29,190
1894-08-07,1894-08-07,0
1896-01-21,1896-01-29,8
1894-12-05,1895-01-14,40
1896-05-08,1896-06-30,53
1896-07-07,1896-08-18,42
1896-02-13,1896-05-22,99
1896-06-01,1896-06-30,29
1896-04-03,1896-05-05,32
1896-01-29,1896-03-13,44
1896-01-29,1896-07-29,182
1896-07-07,1896-09-12,67
1896-09-14,1896-10-10,26
1896-09-14,1896-11-18,65
1896-08-21,1896-09-10,20
1896-10-10,1896-10-24,14
1897-02-06,1897-04-03,56
1897-05-12,1897-06-05,24
1897-04-29,1897-05-22,23
1897-01-18,1897-04-29,101
1897-01-18,1897-04-29,101
1897-05-04,1897-05-22,18
1897-07-13,1897-08-10,28
1897-07-17,1897-08-10,24
1897-08-18,1897-11-15,89
1897-08-28,1897-09-15,18
1897-05-24,1897-06-05,12
1897-07-10,1897-08-10,31
1897-07-01,1897-12-31,183
1897-09-01,1897-09-21,20
1897-10-11,1897-11-11,31
1897-10-10,1897-11-11,32
1897-08-29,1897-09-21,23
1863-11-12,1863-11-14,2
1863-11-18,1864-03-03,106
1863-11-12,1864-03-03,112
1863-11-12,1864-03-03,112
1864-01-28,1864-03-03,35
1863-11-12,1864-03-03,112
1864-04-12,1864-06-11,60
1864-04-12,1864-06-11,60
1864-04-12,1864-06-11,60
1864-04-12,1864-06-11,60
1864-07-01,1864-10-18,109
1864-07-01,1864-10-18,109
1864-07-27,1864-10-18,83
1864-07-01,1864-10-18,109
1898-05-06,1898-06-05,30
1898-03-05,1898-03-25,20
1898-03-05,1898-04-15,41
1898-03-05,1898-06-05,92
1864-07-01,1864-10-18,109
1898-01-12,1898-04-15,93
1898-01-12,1898-02-01,20
1898-05-18,1898-06-26,39
1898-07-07,1898-08-27,51
1898-07-05,1898-07-23,18
1899-02-14,1899-05-16,91
1899-02-14,1899-03-11,25
1899-01-11,1899-02-08,28
1899-01-11,1899-02-08,28
1899-01-01,1899-05-24,143
1899-05-16,1899-06-16,31
1899-07-01,1899-08-13,43
1899-07-01,1899-07-31,30
1899-08-03,1899-10-26,84
1899-06-02,1899-06-14,12
1899-07-01,1899-07-31,30
1899-11-06,1899-12-24,48
1899-10-27,1899-12-24,58
1899-08-03,1899-09-16,44
1899-08-03,1899-08-13,10
1899-08-25,1899-10-10,46
1899-10-12,1899-08-28,45
1899-08-26,1899-08-26,0
1900-05-05,1900-05-06,1
1900-01-01,1900-02-26,56
1900-05-04,1900-05-06,2
1900-01-01,1900-02-26,56
1900-01-12,1900-05-03,111
1900-03-06,1900-05-03,58
1900-03-21,1900-05-03,43
1900-01-01,1900-01-01,0
1900-07-16,1900-08-28,43
1900-07-16,1900-08-26,41
1900-08-29,1900-11-09,72
1900-08-27,1900-11-09,74
1900-07-16,1900-08-07,22
1900-08-29,1900-11-09,72
1901-01-15,1901-02-12,28
1901-01-15,1901-05-28,133
1901-02-21,1901-03-23,30
1900-08-30,1900-11-09,71
1901-06-01,1901-06-12,11
1865-09-28,1866-01-30,124
1901-05-06,1901-06-12,37
1901-02-21,1901-03-23,30
1866-02-20,1866-05-12,81
1865-09-28,1866-01-30,124
1865-09-28,1866-01-30,124
1865-09-30,1866-01-30,122
1866-02-20,1866-05-12,81
1866-02-20,1866-05-12,81
1866-02-20,1866-05-12,81
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1867-02-02,1867-05-18,105
1867-02-02,1867-05-18,105
1867-02-02,1867-05-18,105
1867-05-20,1867-06-25,36
1867-05-20,1867-06-25,36
1867-11-06,1868-01-06,61
1867-09-26,1867-11-05,40
1868-01-10,1868-05-16,127
1869-04-27,1869-06-18,52
1869-04-27,1869-06-18,52
1869-04-27,1869-06-18,52
1869-10-12,1869-12-31,80
1869-04-27,1869-06-18,52
1869-04-27,1869-06-18,52
1869-08-20,1869-10-11,52
1869-08-20,1869-10-11,52
1869-08-20,1869-10-11,52
1869-08-20,1869-10-11,52
1869-08-20,1869-10-11,52
1869-04-27,1869-06-18,52
1869-08-20,1869-10-11,52
1869-10-26,1869-12-31,66
1869-10-07,1869-12-31,85
1869-10-12,1869-12-31,80
1870-01-17,1870-04-12,85
1869-10-07,1869-12-31,85
1869-10-07,1869-12-31,85
1870-01-17,1870-04-12,85
1870-04-18,1870-07-19,92
1870-01-17,1870-04-12,85
1870-04-18,1870-07-19,92
1870-01-17,1870-04-12,85
1870-04-18,1870-07-19,92
1870-04-18,1870-07-19,92
1870-04-18,1870-07-19,92
1870-01-17,1870-04-12,85
1870-01-17,1870-04-12,85
1870-11-14,1870-12-11,27
1870-08-04,1870-11-08,96
1870-08-04,1870-11-08,96
1870-08-04,1870-11-08,96
1870-08-04,1870-11-08,96
1870-11-14,1871-01-07,54
1870-08-04,1870-11-08,96
1870-11-14,1870-12-11,27
1870-12-15,1871-01-07,23
1870-11-14,1870-12-11,27
1871-03-29,1871-06-30,93
1871-03-29,1871-06-30,93
1871-08-02,1871-09-22,51
1871-08-02,1871-09-22,51
1871-03-29,1871-06-30,93
1871-08-02,1871-09-22,51
1871-03-29,1871-06-30,93
1871-08-02,1871-09-22,51
1871-08-02,1871-09-22,51
1872-01-01,1872-07-01,182
1872-01-01,1872-02-22,52
1872-01-01,1872-07-01,182
1872-07-01,1872-12-31,183
1872-01-01,1872-02-22,52
1872-01-01,1872-05-04,124
1872-07-01,1872-10-16,107
1872-01-01,1872-02-22,52
1872-05-11,1872-06-30,50
1872-05-02,1872-06-30,59
1872-02-26,1872-05-04,68
1872-04-30,1872-06-30,61
1872-02-26,1872-05-04,68
1872-07-01,1872-10-16,107
1872-08-16,1872-10-16,61
1862-11-26,1863-01-02,37
1872-07-01,1872-10-16,107
1862-11-26,1863-01-02,37
1862-11-26,1863-06-08,194
1863-01-06,1863-04-10,94
1862-11-26,1863-06-08,194
1863-06-12,1863-09-14,94
1863-06-12,1863-09-14,94
1863-01-06,1863-06-08,153
1862-11-26,1863-06-08,194
1863-06-29,1863-09-10,73
1863-06-29,1863-09-10,73
1863-06-12,1863-09-14,94
1863-09-20,1864-03-19,181
1863-10-01,1864-03-19,170
1863-10-05,1864-03-19,166
1863-10-13,1864-03-19,158
1863-10-01,1864-03-19,170
1864-04-01,1864-09-02,154
1865-10-31,1866-02-05,97
1864-04-01,1864-09-02,154
1864-04-29,1864-09-02,126
1864-04-29,1864-09-02,126
1864-04-29,1864-09-02,126
1865-10-31,1866-02-01,93
1865-10-31,1866-01-01,62
1866-01-11,1866-02-01,21
1865-10-31,1866-02-11,103
1865-10-31,1866-02-01,93
1865-10-31,1866-02-01,93
1866-04-02,1866-05-28,56
1866-05-28,1866-08-06,70
1866-04-02,1866-04-03,1
1866-03-28,1866-05-18,51
1867-01-25,1867-03-09,43
1867-01-25,1867-03-09,43
1867-01-25,1867-02-13,19
1867-03-16,1867-05-07,52
1867-03-16,1867-05-07,52
1867-01-25,1867-02-13,19
1867-03-16,1867-05-07,52
1867-02-13,1867-03-09,24
1867-03-09,1867-05-07,59
1867-01-25,1867-03-09,43
1867-03-16,1867-05-07,52
1867-02-13,1867-03-09,24
1867-04-10,1867-05-07,27
1867-05-07,1867-06-01,25
1867-05-07,1867-06-01,25
1867-05-07,1867-06-01,25
1867-05-07,1867-06-01,25
1867-06-01,1867-06-26,25
1867-05-07,1867-06-01,25
1867-06-01,1867-06-26,25
1867-05-07,1867-06-01,25
1867-07-06,1867-08-06,31
1867-07-01,1868-01-09,192
1867-07-07,1867-08-06,30
1867-07-11,1867-08-06,26
1867-07-18,1867-08-06,19
1867-06-01,1867-06-26,25
1867-06-01,1867-06-26,25
1867-06-06,1867-06-26,20
1867-11-01,1867-12-08,37
1867-11-01,1867-12-08,37
1867-11-01,1867-12-08,37
1867-11-01,1867-12-08,37
1867-09-02,1867-09-14,12
1867-10-07,1867-12-08,62
1867-09-20,1867-12-08,79
1867-08-20,1867-09-14,25
1867-08-13,1867-09-14,32
1867-08-14,1867-09-14,31
1867-12-11,1868-01-06,26
1867-12-11,1868-01-06,26
1867-12-11,1868-01-06,26
1867-12-11,1868-01-06,26
1867-12-11,1868-01-06,26
1867-12-12,1867-12-19,7
1868-01-27,1868-03-05,38
1868-01-27,1868-03-05,38
1868-03-07,1868-05-05,59
1868-03-07,1868-05-05,59
1868-03-04,1868-05-05,62
1868-01-27,1868-03-05,38
1868-01-09,1868-03-05,56
1868-01-07,1868-03-05,58
1868-02-29,1868-05-05,66
1868-02-29,1868-05-05,66
1868-05-08,1868-06-06,29
1868-06-11,1868-06-30,19
1868-05-07,1868-06-06,30
1868-05-08,1868-05-09,1
1868-05-09,1868-06-06,28
1868-06-11,1868-06-30,19
1868-06-11,1868-06-30,19
1868-05-07,1868-06-06,30
1868-09-04,1869-01-07,125
1868-12-28,1869-01-07,10
1868-09-07,1869-01-07,122
1868-07-17,1868-09-04,49
1868-07-17,1869-01-07,174
1868-07-20,1868-09-04,46
1868-12-10,1869-01-07,28
1868-06-11,1868-06-30,19
1868-07-17,1868-11-01,107
1868-07-17,1868-12-10,146
1863-07-01,1863-10-24,115
1863-07-23,1863-10-24,93
1863-10-26,1863-10-24,2
1863-11-16,1863-10-24,23
1864-04-28,1864-06-30,63
1864-04-28,1864-06-30,63
1864-04-28,1864-06-30,63
1864-04-28,1864-06-30,63
1866-07-01,1866-12-31,183
1866-07-01,1866-06-30,1
1866-07-01,1866-06-30,1
1866-07-01,1866-06-30,1
1866-07-01,1866-06-30,1
1866-07-01,1866-12-31,183
1866-07-01,1866-12-31,183
1866-07-01,1866-12-31,183
1869-07-01,1868-12-18,195
