joined,left,difference
1869-07-01,1868-12-18,195
1869-07-01,1868-12-18,195
1863-02-24,1863-11-21,270
1863-02-24,1863-11-21,270
1863-02-24,1863-11-21,270
1863-04-24,1863-11-21,211
1863-02-24,1863-08-21,178
1866-05-18,1866-09-19,124
1863-02-24,1863-08-05,162
1863-02-24,1863-08-11,168
1863-02-24,1863-11-21,270
1866-05-18,1866-09-19,124
1863-02-24,1863-11-21,270
1866-05-18,1866-09-19,124
1866-11-09,1867-10-15,340
1866-05-18,1866-09-19,124
1866-05-18,1866-09-19,124
1866-05-21,1866-09-19,121
1866-11-09,1867-10-15,340
1866-11-09,1867-10-15,340
1866-11-09,1867-10-15,340
1867-11-20,1868-04-07,139
1866-11-09,1867-10-15,340
1866-11-19,1867-10-15,330
1867-11-20,1868-01-13,54
1867-11-20,1867-11-22,2
1868-02-22,1868-04-07,45
1867-11-20,1868-04-07,139
1867-11-20,1868-04-07,139
1867-11-22,1868-04-07,137
1867-11-20,1868-04-07,139
1867-11-20,1868-04-07,139
1868-10-08,1869-02-16,131
1868-06-19,1868-06-28,9
1868-06-22,1869-02-16,239
1868-06-28,1868-10-07,101
1868-06-22,1869-02-16,239
1868-06-19,1869-02-16,242
1868-06-22,1868-09-23,93
1868-06-19,1869-02-16,242
1868-11-20,1869-02-16,88
1869-06-08,1870-03-02,267
1868-10-11,1868-11-27,47
1869-06-08,1870-03-02,267
1869-06-08,1869-11-07,152
1869-06-08,1870-03-02,267
1869-06-08,1869-06-09,1
1869-11-19,1870-03-02,103
1869-06-17,1870-03-02,258
1869-06-17,1870-03-02,258
1870-03-22,1870-08-13,144
1870-05-26,1870-08-13,79
1870-03-19,1870-08-13,147
1870-03-19,1870-05-11,53
1870-03-19,1870-08-13,147
1870-03-19,1870-08-13,147
1870-03-19,1870-08-13,147
1870-03-19,1870-08-13,147
1870-09-29,1871-02-24,148
1870-09-26,1871-01-04,100
1870-09-26,1871-02-24,151
1870-09-26,1871-02-24,151
1871-01-09,1871-02-24,46
1870-09-26,1871-02-24,151
1870-09-26,1871-02-24,151
1871-04-29,1871-10-02,156
1871-04-29,1871-07-28,90
1871-08-04,1871-08-28,24
1871-04-29,1871-12-25,240
1871-04-29,1871-12-25,240
1871-08-31,1871-12-25,116
1872-08-03,1872-11-16,105
1872-01-31,1872-05-18,108
1871-10-11,1871-12-25,75
1872-07-18,1872-11-16,121
1872-01-31,1872-11-16,290
1872-01-31,1872-11-16,290
1871-11-05,1872-02-27,114
1873-06-04,1873-07-07,33
1873-06-05,1873-07-07,32
1873-06-05,1873-07-07,32
1873-08-18,1874-05-10,265
1873-08-18,1874-05-10,265
1873-08-19,1874-05-11,265
1873-06-05,1873-07-07,32
1873-06-05,1873-07-07,32
1873-08-18,1874-05-10,265
1873-08-18,1874-05-10,265
1874-06-12,1874-10-16,126
1874-06-12,1874-10-19,129
1873-08-20,1874-05-10,263
1874-06-12,1874-07-30,48
1874-06-12,1874-10-19,129
1874-06-12,1874-10-16,126
1874-06-12,1874-10-19,129
1875-06-14,1876-04-26,317
1874-06-12,1874-10-19,129
1874-09-08,1874-10-19,41
1875-06-15,1876-04-26,316
1874-09-08,1874-10-19,41
1875-06-24,1875-11-16,145
1875-11-16,1876-04-26,162
1875-06-15,1875-12-16,184
1875-06-14,1876-04-26,317
1875-12-21,1876-04-26,127
1875-06-15,1876-04-26,316
1875-06-15,1875-06-24,9
1875-06-15,1876-03-08,267
1876-05-26,1876-07-21,56
1876-05-26,1876-05-16,10
1876-05-26,1876-10-16,143
1876-05-26,1876-10-06,133
1876-03-10,1876-04-20,41
1876-05-26,1876-10-16,143
1876-05-26,1876-10-16,143
1876-05-26,1876-10-16,143
1876-03-09,1876-04-26,48
1876-05-26,1876-10-16,143
1876-11-18,1877-04-26,159
1876-11-18,1877-04-28,161
1876-11-18,1877-02-28,102
1876-05-31,1876-10-16,138
1876-11-20,1877-04-26,157
1876-11-18,1877-02-28,102
1876-11-18,1877-02-28,102
1876-08-08,1876-10-16,69
1876-08-08,1876-10-16,69
1876-11-18,1877-04-26,159
1876-11-18,1877-04-26,159
1877-02-27,1877-04-26,58
1877-02-27,1877-04-26,58
1877-02-27,1877-04-26,58
1877-02-27,1877-02-27,0
1877-02-27,1877-02-27,0
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-06-06,1877-09-10,96
1877-10-26,1878-03-13,138
1877-10-11,1878-04-08,179
1877-10-09,1878-04-21,194
1877-10-09,1878-04-08,181
1877-10-09,1878-04-21,194
1877-10-26,1878-04-21,177
1877-10-09,1878-04-21,194
1877-10-11,1878-04-08,179
1878-09-25,1879-07-22,300
1878-09-25,1879-07-22,300
1878-09-25,1879-07-22,300
1878-09-25,1879-07-22,300
1878-09-25,1879-07-22,300
1877-10-26,1878-04-21,177
1879-08-13,1880-03-02,202
1879-08-13,1880-02-27,198
1879-08-13,1880-03-05,205
1879-08-13,1880-03-02,202
1879-08-13,1880-02-27,198
1879-08-13,1880-03-02,202
1880-02-28,1880-03-02,3
1880-02-28,1880-03-02,3
1880-05-11,1880-07-19,69
1880-05-11,1880-07-19,69
1880-05-11,1880-05-15,4
1880-05-11,1880-07-19,69
1880-05-11,1880-07-19,69
1880-05-11,1880-07-19,69
1880-10-20,1881-03-11,142
1880-07-21,1881-03-11,233
1880-07-21,1881-03-11,233
1880-07-21,1881-03-11,233
1880-07-21,1881-03-11,233
1881-01-13,1881-03-11,57
1881-03-24,1881-09-13,173
1881-03-24,1881-09-13,173
1881-10-29,1882-09-09,315
1881-03-24,1881-09-13,173
1881-03-24,1881-09-13,173
1881-03-11,1881-09-13,186
1881-11-03,1882-09-09,310
1881-10-29,1882-09-08,314
1881-10-29,1882-09-08,314
1881-10-29,1882-09-08,314
1881-10-29,1882-09-08,314
1881-10-29,1882-09-08,314
1882-11-07,1882-12-19,42
1900-07-02,1901-01-09,191
1900-01-23,1900-02-02,10
1900-07-02,1901-01-11,193
1900-01-23,1900-03-01,37
1900-07-02,1900-10-19,109
1900-07-02,1900-07-21,19
1900-07-02,1900-07-21,19
1901-01-16,1901-01-16,0
1900-12-18,1901-01-16,29
1900-12-03,1901-01-16,44
1900-10-26,1900-12-08,43
1900-12-13,1901-01-16,34
1900-07-02,1900-12-01,152
1900-07-27,1900-12-08,134
1901-09-01,1901-12-31,121
1901-09-01,1901-12-31,121
1901-09-01,1901-12-31,121
1901-06-01,1901-08-31,91
1901-05-31,1901-08-31,92
1901-05-31,1901-08-31,92
1901-05-31,1901-08-31,92
1901-05-31,1901-08-24,85
1901-09-01,1901-12-18,108
1901-12-11,1901-12-31,20
1901-09-01,1901-09-13,12
1902-01-21,1902-03-01,39
1902-01-21,1902-03-01,39
1902-01-21,1902-01-29,8
1902-01-21,1902-03-01,39
1902-03-03,1902-06-30,119
1902-01-30,1902-03-01,30
1902-07-05,1902-12-31,179
1902-03-03,1902-06-30,119
1902-04-03,1902-06-30,88
1902-03-03,1902-06-30,119
1902-01-21,1902-03-01,39
1902-03-03,1902-04-04,32
1902-07-05,1902-09-11,68
1902-09-12,1902-10-25,43
1902-07-05,1902-12-31,179
1902-08-04,1902-09-16,43
1902-12-05,1902-12-31,26
1902-09-17,1902-12-31,105
1902-11-05,1902-12-20,45
1902-07-05,1902-10-11,98
1903-03-05,1903-06-05,92
1903-03-05,1903-06-05,92
1903-03-05,1903-03-22,17
1903-06-06,1903-06-30,24
1903-06-06,1903-06-30,24
1903-08-28,1903-06-18,71
1903-05-19,1903-06-16,28
1903-03-05,1903-06-30,117
1903-07-01,1903-12-03,155
1902-06-20,1903-06-30,375
1903-10-03,1903-12-03,61
1903-10-03,1903-12-08,66
1903-10-03,1903-12-03,61
1903-12-09,1903-12-03,6
1903-07-01,1903-09-26,87
1907-06-11,1907-06-24,13
1907-01-01,1907-03-18,76
1907-01-01,1907-02-09,39
1907-03-20,1907-06-04,76
1907-04-02,1907-10-10,191
1907-01-01,1907-04-01,90
1907-07-01,1907-12-31,183
1907-11-22,1907-12-31,39
1907-07-01,1907-12-31,183
1907-07-01,1907-12-31,183
1907-07-01,1907-12-31,183
1907-07-01,1907-11-21,143
1908-01-11,1908-04-23,103
1908-04-24,1908-06-30,67
1908-01-11,1908-06-30,171
1908-07-03,1908-09-07,66
1908-01-11,1908-06-30,171
1908-01-11,1908-06-30,171
1908-07-03,1908-12-31,181
1908-09-08,1908-10-08,30
1908-07-03,1908-12-31,181
1908-07-03,1908-12-31,181
1909-01-01,1909-06-30,180
1909-01-01,1909-06-03,153
1909-01-01,1909-05-08,127
1908-10-08,1908-12-31,84
1909-07-01,1909-08-30,60
1909-07-01,1909-08-30,60
1909-07-01,1909-08-30,60
1909-07-01,1909-08-30,60
1909-07-01,1909-08-30,60
1909-01-01,1909-03-29,87
1909-01-01,1909-06-30,180
1909-03-29,1909-06-30,93
1909-05-15,1909-06-30,46
1909-12-07,1909-12-31,24
1909-12-07,1909-12-31,24
1909-12-07,1909-12-31,24
1910-01-01,1910-06-30,180
1910-01-01,1910-04-11,100
1909-12-07,1909-12-31,24
1910-01-01,1910-06-30,180
1910-03-14,1910-06-30,108
1910-07-01,1910-12-31,183
1910-01-01,1910-01-29,28
1910-07-01,1910-12-31,183
1910-01-01,1910-06-30,180
1911-10-14,1910-12-31,287
1910-07-18,1909-10-13,278
1910-07-01,1910-12-31,183
1911-02-16,1911-07-09,143
1911-05-26,1911-07-09,44
1911-01-02,1911-07-09,188
1911-01-02,1911-02-16,45
1911-02-16,1911-04-21,64
1911-04-22,1911-07-09,78
1911-01-02,1911-03-11,68
1911-07-10,1911-12-31,174
1911-07-10,1911-12-31,174
1911-07-10,1911-12-31,174
1911-07-10,1911-08-14,35
1911-08-16,1911-08-24,8
1911-10-12,1911-12-31,80
1911-07-10,1911-12-31,174
1912-06-10,1912-06-30,20
1912-01-01,1912-06-30,181
1912-01-01,1912-05-20,140
1912-07-01,1912-12-31,183
1912-01-01,1912-06-30,181
1912-01-01,1912-06-30,181
1912-01-01,1912-06-30,181
1912-07-01,1912-09-24,85
1912-01-01,1912-02-02,32
1885-12-10,1886-03-29,109
1912-07-01,1912-12-31,183
1912-07-01,1912-11-28,150
1885-12-10,1886-03-29,109
1885-12-10,1886-03-29,109
1912-12-30,1912-12-31,1
1885-12-10,1886-03-29,109
1886-04-12,1886-12-24,256
1885-12-10,1886-03-29,109
1886-04-12,1886-12-24,256
1886-04-12,1886-12-24,256
1886-04-12,1886-12-24,256
1886-04-12,1886-12-24,256
1885-12-10,1886-03-29,109
1886-04-12,1886-12-24,256
1913-02-27,1912-04-14,319
1913-01-01,1913-06-30,180
1913-01-01,1913-04-21,110
1886-04-12,1886-12-24,256
1913-01-01,1912-04-14,262
1913-04-15,1913-06-30,76
1913-07-01,1913-07-01,0
1913-07-01,1913-07-01,0
1913-07-01,1913-07-01,0
1913-07-01,1913-07-01,0
1913-07-01,1913-07-01,0
1913-04-17,1913-06-30,74
1887-02-15,1887-05-26,100
1887-02-15,1887-02-10,5
1887-02-15,1887-05-26,100
1887-02-15,1887-02-10,5
1887-02-17,1887-05-26,98
1887-02-17,1887-05-26,98
1887-06-03,1887-06-24,21
1887-02-19,1887-05-26,96
1887-02-16,1887-07-05,139
1887-07-18,1888-03-29,255
1887-06-03,1887-06-24,21
1887-07-18,1888-07-30,378
1887-06-03,1887-06-24,21
1887-06-03,1887-06-24,21
1887-06-03,1887-06-24,21
1887-07-18,1887-12-07,142
1888-04-11,1888-07-30,110
1887-12-02,1888-04-10,130
1888-08-04,1888-09-19,46
1888-03-31,1888-07-30,121
1888-08-04,1888-09-19,46
1888-08-03,1888-09-19,47
1888-10-19,1889-07-18,272
1888-10-22,1889-07-18,269
1889-08-26,1890-05-07,254
1888-10-22,1889-07-18,269
1888-10-22,1889-07-18,269
1888-10-22,1889-07-18,269
1888-10-19,1889-07-18,272
1889-08-26,1890-05-07,254
1889-08-26,1889-10-17,52
1889-09-04,1890-05-07,245
1890-02-04,1890-05-07,92
1889-08-26,1890-05-07,254
1889-08-26,1889-09-02,7
1889-08-26,1890-05-07,254
1890-10-13,1891-08-05,296
1890-10-13,1891-08-05,296
1890-06-20,1890-09-12,84
1890-06-27,1890-10-13,108
1890-06-20,1890-09-24,96
1890-10-29,1891-03-11,133
1891-09-08,1891-12-31,114
1891-09-08,1891-12-31,114
1891-09-08,1891-12-31,114
1891-09-08,1891-12-31,114
1891-09-08,1891-12-31,114
1891-09-08,1891-12-31,114
1891-05-06,1891-08-05,91
1892-01-19,1892-03-01,42
1892-01-19,1892-05-04,106
1892-03-05,1892-05-03,59
1892-07-07,1892-10-03,88
1892-10-13,1892-11-09,27
1893-01-17,1893-06-05,139
1893-07-05,1894-01-06,185
1893-01-17,1893-06-05,139
1894-02-16,1894-07-06,140
1894-02-16,1894-07-06,140
1894-02-16,1894-07-06,140
1894-02-16,1894-04-11,54
1894-02-16,1894-07-06,140
1894-02-16,1894-06-05,109
1894-06-06,1894-07-06,30
1896-01-02,1896-03-07,65
1896-01-02,1896-06-06,156
1896-01-02,1896-06-06,156
1896-03-20,1896-04-29,40
1896-03-11,1896-05-30,80
1896-01-02,1896-03-07,65
1896-07-07,1896-08-18,42
1896-07-07,1896-08-17,41
1898-01-03,1898-04-19,106
1898-01-03,1898-04-09,96
1898-01-03,1898-04-09,96
1898-01-03,1898-04-19,106
1898-01-03,1898-04-04,91
1898-07-05,1898-08-27,53
1898-07-05,1898-08-27,53
1898-07-05,1898-08-27,53
1898-07-05,1898-08-27,53
1898-04-20,1898-06-21,62
1899-01-18,1899-04-07,79
1899-01-18,1899-06-16,149
1899-01-18,1899-06-16,149
1899-01-18,1899-03-24,65
1899-04-07,1899-05-09,32
1899-07-20,1899-12-31,164
1899-07-20,1899-12-31,164
1899-07-20,1899-12-31,164
1899-07-20,1899-08-26,37
1899-07-20,1899-08-17,28
1899-08-28,1899-10-13,46
1899-10-13,1899-12-31,79
1899-11-15,1899-12-31,46
1899-08-17,1899-11-06,81
1899-11-11,1899-12-31,50
1899-07-20,1899-09-16,58
1863-07-01,1863-12-31,183
1863-07-01,1863-12-31,183
1863-07-01,1863-08-22,52
1863-07-01,1863-08-20,50
1863-06-06,1863-06-08,2
1863-01-17,1863-02-26,40
1863-11-18,1863-12-31,43
1863-09-04,1863-10-06,32
1863-07-01,1863-08-22,52
1863-08-24,1863-12-31,129
1863-10-07,1863-12-31,85
1863-10-30,1863-12-31,62
1863-09-04,1863-10-30,56
1863-09-04,1863-10-30,56
1864-01-19,1864-07-07,170
1864-01-09,1864-07-07,180
1864-01-02,1864-07-07,187
1864-03-30,1864-07-07,99
1864-01-02,1864-03-30,88
1864-01-02,1864-07-07,187
1878-05-20,1878-06-30,41
1878-06-01,1878-06-30,29
1879-04-05,1879-06-03,59
1879-08-12,1879-12-31,141
1879-08-12,1879-12-31,141
1879-05-29,1879-06-02,4
1879-08-12,1879-12-31,141
1879-08-12,1879-12-31,141
1880-09-25,1881-03-25,181
1880-09-25,1881-03-25,181
1880-09-25,1881-03-25,181
1880-09-25,1881-03-01,157
1880-09-25,1881-03-25,181
1881-07-11,1881-09-26,77
1881-04-06,1881-05-22,46
1881-06-01,1881-07-02,31
1881-07-11,1881-09-26,77
1881-07-11,1881-09-26,77
1882-01-20,1882-01-20,0
1882-02-01,1882-04-21,79
1882-01-21,1882-04-21,90
1881-09-28,1882-01-08,102
1881-08-09,1881-09-26,48
1882-01-21,1882-03-21,59
1881-09-28,1882-01-08,102
1882-01-25,1882-03-21,55
1881-09-28,1882-01-08,102
1882-04-04,1882-04-21,17
1882-05-08,1882-06-16,39
1882-04-04,1882-04-21,17
1882-05-06,1882-06-10,35
1882-08-20,1882-12-25,127
1882-08-20,1882-12-25,127
1883-01-20,1883-04-20,90
1883-07-04,1883-09-21,79
1884-01-01,1884-07-08,189
1883-07-04,1883-09-21,79
1884-01-01,1884-07-08,189
1886-03-23,1886-03-27,4
1884-01-01,1884-07-08,189
1886-03-23,1886-06-30,99
1886-03-20,1886-06-10,82
1864-05-19,1864-08-21,94
1886-03-20,1886-06-07,79
1886-09-21,1886-12-28,98
1864-07-01,1864-12-31,183
1864-07-01,1864-12-31,183
1864-05-22,1864-08-21,91
1864-07-01,1864-12-31,183
1864-05-19,1864-08-21,94
1864-05-21,1864-07-16,56
1864-07-16,1864-08-21,36
1864-07-01,1864-12-31,183
1864-05-20,1864-08-21,93
1888-01-14,1888-05-16,123
1888-08-09,1888-12-18,131
1888-08-09,1888-12-18,131
1890-02-17,1890-06-10,113
1890-02-17,1890-06-10,113
1890-07-22,1891-01-05,167
1866-01-27,1866-03-28,60
1890-07-22,1890-08-01,10
1890-11-25,1891-01-05,41
1890-12-30,1891-01-05,6
1890-07-22,1890-09-24,64
1866-03-10,1866-05-18,69
1866-07-10,1866-08-05,26
1866-07-10,1866-08-05,26
1866-01-01,1866-06-08,158
1868-01-01,1868-06-30,181
1868-01-01,1868-06-01,152
1868-01-01,1868-03-07,66
1868-07-11,1868-12-31,173
1868-07-11,1868-12-31,173
1869-01-01,1869-06-30,180
1869-01-01,1869-06-30,180
1868-07-11,1868-12-31,173
1868-04-13,1868-06-01,49
1868-06-08,1868-06-12,4
1868-04-13,1868-06-12,60
1869-01-01,1869-06-30,180
1869-01-01,1869-06-30,180
1870-03-02,1870-03-31,29
1876-01-06,1876-06-08,154
1874-11-13,1874-12-31,48
1874-11-13,1874-12-31,48
1862-04-08,1863-02-23,321
1876-01-06,1876-01-21,15
1876-01-06,1876-01-21,15
1876-02-08,1876-06-08,121
1863-03-20,1863-06-17,89
1863-03-20,1863-06-17,89
1862-11-20,1863-02-23,95
1863-03-20,1863-06-17,89
1862-11-20,1863-02-21,93
1862-11-20,1863-02-23,95
1863-07-23,1863-10-27,96
1863-07-23,1863-10-27,96
1863-07-23,1863-10-27,96
1863-03-25,1863-06-17,84
1863-07-23,1863-10-27,96
1864-07-02,1864-10-17,107
1866-01-01,1866-10-08,280
1868-07-01,1868-12-31,183
1870-06-17,1870-06-30,13
1870-05-18,1870-06-30,43
1872-01-01,1872-06-30,181
1872-01-01,1872-06-30,181
1872-01-01,1872-06-30,181
1874-04-30,1874-09-13,136
1874-04-04,1874-09-13,162
1874-02-06,1874-09-13,219
1874-09-16,1874-11-12,57
1874-09-16,1874-11-12,57
1863-04-01,1863-09-25,177
1863-04-01,1863-09-25,177
1863-04-01,1863-09-25,177
1863-04-01,1863-09-25,177
1863-04-01,1863-09-25,177
1863-04-01,1863-07-09,99
1863-09-26,1863-10-08,12
1863-04-01,1863-09-25,177
1863-04-01,1863-04-01,0
1863-09-26,1863-10-08,12
1863-09-26,1863-10-08,12
1863-09-26,1863-10-08,12
1863-09-26,1863-10-08,12
1863-11-26,1864-05-26,182
1863-11-26,1864-05-26,182
1863-11-26,1864-05-26,182
1863-11-26,1864-03-18,113
1863-11-26,1864-05-26,182
1863-09-26,1863-10-08,12
1863-11-24,1864-05-26,184
1863-11-26,1864-05-26,182
1864-07-09,1864-11-26,140
1864-07-09,1864-11-26,140
1864-07-09,1864-11-26,140
1864-03-30,1864-05-26,57
1864-07-09,1864-11-26,140
1864-07-09,1864-11-26,140
1864-07-09,1864-11-26,140
1864-07-09,1864-11-26,140
1865-08-05,1866-07-14,343
1865-08-05,1866-07-14,343
1865-08-05,1866-07-06,335
1865-08-05,1866-07-06,335
1865-08-05,1866-07-06,335
1865-08-05,1866-07-14,343
1864-07-09,1864-11-26,140
1865-08-02,1866-07-15,347
1866-03-21,1866-09-20,183
1866-03-21,1866-09-20,183
1866-03-21,1866-09-20,183
1866-03-21,1866-09-20,183
1866-03-21,1866-10-15,208
1866-03-21,1866-09-20,183
1865-08-05,1866-07-14,343
1866-03-21,1866-09-20,183
1866-11-06,1866-11-10,4
1866-11-05,1867-04-02,148
1866-11-06,1867-04-02,147
1866-03-22,1866-09-20,182
1866-11-05,1867-04-02,148
1866-11-05,1867-04-02,148
1866-11-06,1867-04-02,147
1866-11-05,1867-04-02,148
1866-11-05,1867-04-02,148
1866-11-06,1867-04-02,147
1867-05-09,1867-12-17,222
1867-05-08,1867-12-17,223
1867-05-08,1867-12-17,223
1867-05-08,1867-12-17,223
1867-05-09,1867-12-17,222
1867-05-09,1867-12-17,222
1867-05-09,1867-12-17,222
1868-08-21,1869-04-10,232
1868-08-21,1869-04-10,232
1868-08-21,1869-04-10,232
1868-08-21,1869-04-10,232
1868-08-21,1869-02-08,171
1868-08-21,1869-02-08,171
1867-05-09,1867-12-17,222
1869-06-19,1870-04-11,296
1869-06-17,1870-06-11,359
1869-06-17,1870-06-11,359
1868-08-21,1869-04-10,232
1869-06-19,1870-06-21,367
1869-06-17,1870-06-21,369
1869-02-16,1869-04-10,53
1868-08-21,1869-04-10,232
1869-10-28,1870-06-21,236
1869-06-19,1870-06-21,367
1870-07-30,1871-04-08,252
1870-07-30,1871-03-29,242
1870-08-03,1870-11-19,108
1870-07-30,1871-03-18,231
1870-07-30,1871-03-18,231
1870-07-30,1871-03-18,231
1870-07-30,1871-03-18,231
1871-04-13,1871-08-02,111
1871-04-15,1871-08-02,109
1871-04-13,1871-08-02,111
1871-04-13,1871-08-02,111
1871-04-13,1871-08-02,111
1870-11-23,1871-03-18,115
1871-04-13,1871-08-02,111
1871-04-13,1871-08-02,111
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-28,1899-12-27,90
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-12-27,91
1899-09-27,1899-11-28,62
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-01-11,2
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-03-14,64
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-03-14,64
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-04-05,86
1900-01-09,1900-01-11,2
1900-04-06,1900-04-15,9
1900-01-10,1900-04-05,85
1900-01-19,1900-04-05,76
1900-04-06,1900-04-15,9
1900-01-19,1900-04-05,76
1900-01-10,1900-01-19,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-11,1900-04-15,4
1900-04-11,1900-04-15,4
1900-04-11,1900-04-15,4
1900-04-07,1900-04-15,8
1900-04-11,1900-04-15,4
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-11,1900-04-15,4
1900-04-11,1900-04-13,2
1900-04-11,1900-04-13,2
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-04-10,1900-04-15,5
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-04-06,1900-04-15,9
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-05-02,1900-07-15,74
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-07-21,0
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-10-16,1901-01-22,98
1900-07-21,1900-10-11,82
1900-07-23,1900-10-11,80
1900-07-21,1900-10-11,82
1900-07-21,1900-10-11,82
1900-07-25,1900-10-11,78
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-08,84
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-17,1901-01-22,97
1900-10-16,1901-01-22,98
1900-10-16,1900-12-06,51
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1900-10-16,1901-01-22,98
1901-02-25,1901-02-26,1
1900-12-06,1901-01-07,32
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-02-25,1901-02-26,1
1901-02-25,1901-02-26,1
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-02-25,1901-02-26,1
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-12-16,286
1901-03-05,1901-11-03,243
1901-03-05,1901-12-16,286
1901-03-27,1901-10-29,216
1901-03-06,1901-12-06,275
1901-03-06,1901-12-16,285
1901-03-05,1901-10-28,237
